#VERSION +0005.2500000000 Remove this line to ignore version
#EditorRunning NO
0000000000001176 ff 00000000 00000000
#SEEDMT 0020304b 0001c575
##Remove one '#' from following line to replay fast
##FASTPLAY 1
#HASH data\config.txt = 4a4b9534
#HASH data\game.dat = 6a69d552
#HASH data\ability.dat = 22a171f0
#HASH data\baseclass.dat = 29cb9a9a
#HASH data\classes.dat = 938c79b3
#HASH data\items.dat = 8d938d89
#HASH data\monsters.dat = 5d20e08a
#HASH data\races.dat = 2146bb32
#HASH data\specialAbilities.dat = 7ba9bddc
#HASH data\spells.dat = baccbe83
#HASH data\AI_Script.BLK = 95845e0c
#HASH data\Level001 - Copy (2).lvl = fbc166ea
#HASH data\Level001 - Copy (3).lvl = 6c6d7a9f
#HASH data\Level001 - Copy.lvl = 93989ac3
#HASH data\Level001.lvl = bb0e04e6
#HASH data\Level002.lvl = d79352da
0000000000001176 02 01b000f3 0001c575
00000000000021fc 02 00e200ea 000379e9
0000000000002616 02 005300ba 0003f010
00000000000029f4 02 004800ca 00045f15
000000000000302a 02 01060175 00050cc3
0000000000003390 01 00000025 00057572
0000000000003444 01 00000025 00058e94
0000000000003660 01 00000026 0005cc22
000000000000387c 01 00000026 00063cd3
0000000000003cf0 01 00000058 0006e887
00000000000040ec 01 00000059 00075a34
00000000000042ae 01 00000027 000791dc
00000000000043bc 01 00000026 0007b419
0000000000004542 01 00000026 000812c7
0000000000005898 01 00000026 000a4ad7
0000000000005a1e 01 00000025 000a78ea
0000000000007986 01 00000025 000dccd8
0000000000009ccc 01 00000025 0011a83e
000000000000c030 01 0000000d 00155130
000000000000c4a4 01 00000058 0015cb17
000000000000c9ea 01 00000059 00165e27
000000000000ccf6 01 00000027 0016e54d
000000000000cdaa 01 00000027 0016fe6f
000000000000ce7c 01 00000026 00171a9a
000000000000cf6c 01 00000025 00176a1b
000000000000d020 01 00000025 0017833d
000000000000d12e 01 00000026 0017a57a
