#VERSION +0005.2600000000 Remove this line to ignore version
#EditorRunning NO
0000000000000582 ff 00000000 00000000
#SEEDMT 002334c1 00008fdf
##Remove one '#' from following line to replay fast
##FASTPLAY 1
#HASH data\config.txt = 4a4b9534
#HASH data\game.dat = d2c7e88f
#HASH data\ability.dat = 8d44c8e7
#HASH data\baseclass.dat = 29cb9a9a
#HASH data\classes.dat = 938c79b3
#HASH data\items.dat = 562515bc
#HASH data\monsters.dat = 23a2fa0d
#HASH data\races.dat = 2146bb32
#HASH data\specialAbilities.dat = a9d8bb00
#HASH data\spells.dat = e3964fbe
#HASH data\AI_Script.BLK = 95845e0c
#HASH data\Level001 - Copy (2).lvl = fbc166ea
#HASH data\Level001 - Copy (3).lvl = 6c6d7a9f
#HASH data\Level001 - Copy.lvl = 93989ac3
#HASH data\Level001.lvl = 68514a01
#HASH data\Level002.lvl = d79352da
0000000000000582 02 00ce0096 00008fdf
0000000000000c8a 01 0000004c 00014e7a
00000000000010a4 01 00000043 0001c323
0000000000001c02 01 00000058 00030e19
0000000000001f2c 01 00000027 000369d2
0000000000002292 01 00000027 0003c8c3
0000000000002328 01 00000027 0003dedc
0000000000002580 01 00000027 0004227c
00000000000028e6 01 00000027 0004816d
0000000000002d3c 01 00000026 0004f8a6
0000000000002ea4 01 00000026 00055721
00000000000030c0 01 0000000d 0005c614
00000000000031ec 01 0000000d 0005e9e2
0000000000003372 01 00000027 00061733
0000000000003462 01 00000026 00063667
00000000000035ac 01 00000025 00068f03
000000000000369c 01 00000026 0006ae37
000000000000376e 01 0000000d 0006ca14
0000000000003a5c 01 00000026 00071c79
0000000000003eb2 01 00000028 0007923a
0000000000003f2a 01 00000028 0007a3d2
0000000000003f84 01 00000028 0007b261
0000000000003ffc 01 00000028 0007c3f9
0000000000004056 01 00000028 0007d288
00000000000040ce 01 00000028 0007e420
0000000000004128 01 00000028 0007f2af
00000000000041a0 01 00000028 00080447
00000000000041fa 01 00000028 000812d6
0000000000004272 01 00000028 0008246e
00000000000042ea 01 00000028 00083606
0000000000004542 01 0000004e 0008782e
0000000000004bf0 01 00000042 00092e8d
0000000000004e0c 01 00000042 00096e8d
0000000000004ede 01 00000042 00098d2a
0000000000004fb0 01 00000042 0009abc7
0000000000005064 01 00000042 0009c75b
0000000000005460 01 00000058 000a37eb
000000000000619e 01 00000058 000b989d
000000000000646e 01 00000027 000c18f3
00000000000064e6 01 00000027 000c2c03
000000000000686a 01 00000027 000c8dfd
0000000000006a0e 01 00000025 000cbf67
0000000000006b3a 01 00000026 000ce4ad
0000000000006d74 01 00000027 000d5591
0000000000006ebe 01 00000026 000d7de0
0000000000006fea 01 00000025 000dd373
00000000000070da 01 00000026 000df2a7
000000000000718e 01 00000027 000e3c16
0000000000007512 01 00000045 000e9e10
00000000000077a6 01 00000053 000eeb51
0000000000007a58 01 00000044 000f3b8e
00000000000086c4 01 00000058 0010979b
000000000000893a 01 00000026 0010e11e
000000000000934e 01 00000027 001209a1
0000000000009984 01 00000027 0012bdc2
0000000000009e52 01 00000058 001340d1
000000000000a53c 01 00000056 0013fdaa
000000000000a6a4 01 00000049 00142c9e
000000000000ab90 01 00000028 0014b693
000000000000ad70 01 00000028 0014ec97
000000000000ad8e 01 00000028 0014f514
000000000000adac 01 00000028 0014fd91
000000000000ade8 01 00000028 00150917
000000000000ae06 01 00000028 00151194
000000000000ae24 01 00000028 00151a11
000000000000ae42 01 00000028 0015228e
000000000000ae60 01 00000028 00152b0b
000000000000ae7e 01 00000028 00153388
000000000000afe6 01 00000026 00155d68
000000000000b05e 01 00000026 00156f00
000000000000b1a8 01 00000028 001595d7
000000000000b400 01 00000052 0015d7ff
000000000000baea 01 00000052 00169470
000000000000bce8 01 00000026 0016d167
000000000000bdba 01 00000026 0016ec1a
000000000000be32 01 00000026 0016fdb2
000000000000be8c 01 00000026 00170c41
000000000000bf04 01 00000026 00171dd9
000000000000bf5e 01 00000026 00172c68
000000000000bfd6 01 00000026 00173e00
000000000000c0a8 01 00000026 001758b3
000000000000c120 01 00000026 00176a4b
000000000000c210 01 00000052 00178807
000000000000c40e 01 00000028 0017c4fe
000000000000c62a 01 00000028 00180114
000000000000c6c0 01 00000052 001815b5
000000000000c738 01 00000028 00182b37
000000000000c792 01 00000028 001839c6
000000000000c80a 01 00000028 00184b5e
000000000000c882 01 00000028 00185cf6
000000000000c8fa 01 00000028 00186e8e
000000000000c954 01 00000028 00187d1d
000000000000c9cc 01 00000028 00188eb5
000000000000cb16 01 00000052 0018b58c
000000000000ce5e 01 00000058 001913e6
000000000000d494 01 00000058 0019be89
000000000000d7be 01 00000041 001a1a42
000000000000d99e 01 00000025 001a554d
000000000000d9f8 01 00000025 001a63dc
000000000000da52 01 00000025 001a726b
000000000000daca 01 00000025 001a8403
000000000000dc50 01 00000027 001ab0ec
000000000000dcc8 01 00000027 001ac284
000000000000ddf4 01 00000025 001ae652
000000000000dee4 01 0000000d 001b040e
000000000000dfb6 01 00000025 001b2041
000000000000e04c 01 00000025 001b34e2
000000000000e0a6 01 00000025 001b4371
000000000000e592 01 00000054 001bc85f
000000000000fce4 01 00000045 001e6455
0000000000010932 01 00000045 001fcb98
0000000000011c10 01 00000056 0021f4c4
00000000000120a2 01 00000049 002275ab
0000000000012c3c 01 00000058 0023aca1
00000000000132cc 01 00000058 0024605f
0000000000013b5a 01 00000025 002547b6
0000000000013cfe 01 00000025 002578d2
000000000001429e 01 00000058 00260ff6
0000000000014802 01 00000056 0026a55a
000000000001496a 01 00000049 0026d44e
0000000000015108 01 00000026 0027a412
000000000001519e 01 00000026 0027b8b3
0000000000015234 01 00000026 0027cd54
000000000001528e 01 00000026 0027dbe3
0000000000015450 01 00000026 00280ede
00000000000154aa 01 00000052 00281d6d
0000000000015522 01 00000028 002832ef
000000000001559a 01 00000026 00284487
00000000000155f4 01 00000026 00285316
00000000000156c6 01 00000026 00286dc9
000000000001573e 01 00000026 00287f61
0000000000015798 01 00000026 00288df0
0000000000015810 01 00000026 00289f88
000000000001586a 01 00000026 0028ae17
00000000000158e2 01 00000026 0028bfaf
000000000001595a 01 00000026 0028d147
0000000000015b94 01 00000028 00291066
0000000000015c0c 01 00000028 002921fe
0000000000015c66 01 00000028 0029308d
0000000000015cde 01 00000028 00294225
0000000000015d56 01 00000028 002953bd
0000000000015db0 01 00000028 0029624c
0000000000015e28 01 00000028 002973e4
0000000000015fae 01 00000028 0029a0cd
0000000000016044 01 00000052 0029b56e
0000000000016440 01 00000058 002a25fe
0000000000016710 01 00000058 002a789c
000000000001690e 01 00000027 002ab5fb
000000000001708e 01 00000027 002b95b3
0000000000017214 01 00000025 002bc3c6
