#VERSION +0005.2600000000 Remove this line to ignore version
#EditorRunning NO
0000000000000474 ff 00000000 00000000
#SEEDMT 007a86e1 0000748e
##Remove one '#' from following line to replay fast
##FASTPLAY 1
#HASH data\config.txt = 4a4b9534
#HASH data\game.dat = d2c7e88f
#HASH data\ability.dat = c593e6ea
#HASH data\baseclass.dat = 29cb9a9a
#HASH data\classes.dat = 938c79b3
#HASH data\items.dat = 562515bc
#HASH data\monsters.dat = 5d353a33
#HASH data\races.dat = 2146bb32
#HASH data\specialAbilities.dat = a9d8bb00
#HASH data\spells.dat = e3964fbe
#HASH data\AI_Script.BLK = 95845e0c
#HASH data\Level001 - Copy (2).lvl = fbc166ea
#HASH data\Level001 - Copy (3).lvl = 6c6d7a9f
#HASH data\Level001 - Copy.lvl = 93989ac3
#HASH data\Level001.lvl = 12f903c3
#HASH data\Level002.lvl = d79352da
0000000000000474 02 01a100b8 0000748e
0000000000000bd6 01 0000004c 00013c44
0000000000000f5a 01 00000043 0001a1c0
0000000000001644 01 00000058 00027960
00000000000019c8 01 00000027 0002de34
0000000000001bc6 01 00000026 000318b9
0000000000001cb6 01 00000027 00036b10
0000000000001d88 01 00000026 0003873b
0000000000001e5a 01 00000025 0003d3b3
0000000000001f86 01 00000026 0003f8f9
0000000000002076 01 00000026 0004487a
0000000000002364 01 00000027 00049af9
0000000000002616 01 00000025 0004e63c
0000000000002c2e 01 0000000d 00058984
000000000000320a 01 0000004e 000627ca
00000000000034f8 01 00000026 00067d09
000000000000358e 01 00000026 000691aa
0000000000003714 01 00000028 0006be93
0000000000003c1e 01 00000042 0007468a
00000000000041a0 01 00000058 0007de8f
0000000000004902 01 00000026 0008a77f
0000000000004aa6 01 00000028 0008d771
0000000000004c0e 01 00000042 00090151
0000000000005064 01 00000028 00097c0c
00000000000050dc 01 00000028 00098da4
0000000000005172 01 00000028 0009a245
0000000000005352 01 00000028 0009d849
0000000000005370 01 00000028 0009e0c6
000000000000538e 01 00000028 0009e943
00000000000053ca 01 00000028 0009f4c9
00000000000053e8 01 00000028 0009fd46
0000000000005406 01 00000028 000a05c3
0000000000005424 01 00000028 000a0e40
0000000000005442 01 00000028 000a16bd
0000000000005460 01 00000028 000a1f3a
000000000000547e 01 00000028 000a27b7
0000000000005a1e 01 00000042 000abedb
0000000000005dde 01 00000058 000b2959
000000000000684c 01 00000058 000c4133
0000000000006ac2 01 00000027 000cb86e
0000000000006b76 01 00000027 000cd190
0000000000006ca2 01 00000026 000cf6d6
0000000000006e82 01 00000027 000d5e9f
0000000000006f18 01 00000026 000d74b8
0000000000007008 01 00000025 000dc439
000000000000718e 01 00000026 000df29a
000000000000727e 01 00000027 000e421b
000000000000754e 01 00000045 000e91df
0000000000007878 01 00000053 000eee4d
0000000000007d0a 01 00000045 000f6f1a
000000000000853e 01 00000056 00105de3
00000000000088a4 01 00000049 0010c063
0000000000008ac0 01 00000026 00110180
0000000000008b92 01 00000026 00111c33
00000000000090f6 01 00000026 0011ad45
000000000000916e 01 00000026 0011bedd
00000000000091e6 01 00000026 0011d075
000000000000925e 01 00000026 0011e20d
00000000000092d6 01 00000026 0011f3a5
0000000000009312 01 00000026 0011ff2b
000000000000938a 01 00000026 001210c3
00000000000093e4 01 00000026 00121f52
000000000000945c 01 00000026 001230ea
000000000000961e 01 00000026 001263e5
00000000000096b4 01 00000026 00127886
000000000000970e 01 00000026 00128715
0000000000009786 01 00000026 001298ad
000000000000990c 01 00000028 0012c596
0000000000009ace 01 00000052 0012f891
0000000000009d9e 01 00000052 00134ac7
0000000000009fba 01 00000052 00138ac7
000000000000a140 01 00000026 0013bb9a
000000000000a33e 01 00000026 0013f4a7
000000000000a35c 01 00000026 0013fd24
000000000000a37a 01 00000026 001405a1
000000000000a398 01 00000026 00140e1e
000000000000a3b6 01 00000026 0014169b
000000000000a3d4 01 00000026 00141f18
000000000000a410 01 00000026 00142a9e
000000000000a42e 01 00000026 0014331b
000000000000a44c 01 00000026 00143b98
000000000000a46a 01 00000026 00144415
000000000000a488 01 00000026 00144c92
